,key,value
1162,tommy_chong,1162
1163,kelly_makin,1163
1164,you_ge,1164
1165,ben_niu,1165
1166,wu_jiang,1166
1167,lori_petty,1167
1168,naomi_watts,1168
1169,don_harvey,1169
1170,rachel_talalay,1170
1171,john_kassir,1171
1172,billy_zane,1172
1173,jada_pinkett_smith,1173
1174,ernest_r._dickerson,1174
1175,patrick_stewart,1175
1176,jonathan_frakes,1176
1177,brent_spiner,1177
1178,levar_burton,1178
1179,david_carson,1179
1180,clarence_williams_iii,1180
1181,joe_torry,1181
1182,de'aundre_bonds,1182
1183,samuel_monroe_jr.,1183
1184,rusty_cundieff,1184
1185,willem_dafoe,1185
1186,miranda_richardson,1186
1187,rosemary_harris,1187
1188,tim_dutton,1188
1189,brian_gilbert,1189
1190,christopher_reeve,1190
1191,linda_kozlowski,1191
1192,michael_paré,1192
1193,john_carpenter,1193
1194,brian_dennehy,1194
1195,bo_derek,1195
1196,peter_segal,1196
1197,phoebe_brand,1197
1198,lynn_cohen,1198
1199,george_gaynes,1199
1200,jerry_mayer,1200
1201,louis_malle,1201
1202,peter_gallagher,1202
1203,alison_elliott,1203
1204,william_fichtner,1204
1205,adam_trese,1205
1206,steven_soderbergh,1206
1207,eddie_griffin,1207
1208,joe_morton,1208
1209,vonte_sweet,1209
1210,preston_a._whitmore_ii,1210
1211,stephen_spinella,1211
1212,peter_boyle,1212
1213,jon_turteltaub,1213
1214,elijah_wood,1214
1215,lexi_randall,1215
1216,sandra_oh,1216
1217,stephen_chang,1217
1218,alannah_ong,1218
1219,donald_fong,1219
1220,mina_shum,1220
1221,sophie_lee,1221
1222,roz_hammond,1222
1223,toni_collette,1223
1224,belinda_jarrett,1224
1225,p.j._hogan,1225
1226,schuyler_fisk,1226
1227,bre_blair,1227
1228,rachael_leigh_cook,1228
1229,larisa_oleynik,1229
1230,melanie_mayron,1230
1231,courteney_cox,1231
1232,sean_young,1232
1233,tone_loc,1233
1234,tom_shadyac,1234
1235,guy_pearce,1235
1236,terence_stamp,1236
1237,rebel_penfold-russell,1237
1238,stephan_elliott,1238
1239,sheryl_lee,1239
1240,stephen_dorff,1240
1241,ian_hart,1241
1242,gary_bakewell,1242
1243,emmanuelle_seigner,1243
1244,jennifer_tilly,1244
1245,anne_archer,1245
1246,phillip_noyce,1246
1247,noreen_hennessey,1247
1248,lucy_webb,1248
1249,erica_yohn,1249
1250,tina_majorino,1250
1251,jessie_nelson,1251
1252,alfre_woodard,1252
1253,david_patrick_kelly,1253
1254,zelda_harris,1254
1255,brandon_lee,1255
1256,rochelle_davis,1256
1257,michael_wincott,1257
1258,alex_proyas,1258
1259,robert_wuhl,1259
1260,lolita_davidovich,1260
1261,ned_bellamy,1261
1262,ron_shelton,1262
1263,brian_levant,1263
1264,rebecca_williams,1264
1265,michael_conner_humphreys,1265
1266,robert_zemeckis,1266
1267,john_hannah,1267
1268,omar_epps,1268
1269,kristy_swanson,1269
1270,michael_rapaport,1270
1271,jennifer_connelly,1271
1272,john_singleton,1272
1273,luna_lauren_velez,1273
1274,tomas_melly,1274
1275,desiree_casado,1275
1276,darnell_martin,1276
1277,saul_rubinek,1277
1278,james_rebhorn,1278
1279,rosie_perez,1279
1280,wendell_pierce,1280
1281,andrew_bergman,1281
1282,jason_scott_lee,1282
1283,cary_elwes,1283
1284,lena_headey,1284
1285,stephen_sommers,1285
1286,rowan_atkinson,1286
1287,matthew_broderick,1287
1288,niketa_calame-harris,1288
1289,roger_allers,1289
1290,rob_minkoff,1290
1291,ruocheng_ying,1291
1292,chris_isaak,1292
1293,alex_wiesendanger,1293
1294,bernardo_bertolucci,1294
1295,jeff_davis,1295
1296,heather_langenkamp,1296
1297,miko_hughes,1297
1298,matt_winston,1298
1299,peter_riegert,1299
1300,peter_greene,1300
1301,chuck_russell,1301
1302,james_garner,1302
1303,campbell_scott,1303
1304,alan_rudolph,1304
1305,priscilla_presley,1305
1306,george_kennedy,1306
1307,o.j._simpson,1307
1308,michael_keaton,1308
1309,janeane_garofalo,1309
1310,steve_zahn,1310
1311,craig_reay,1311
1312,vance_johnson,1312
1313,robert_apel,1313
1314,macaulay_culkin,1314
1315,john_larroquette,1315
1316,edward_herrmann,1316
1317,donald_petrie,1317
1318,stephanie_sawyer,1318
1319,curtis_hanson,1319
1320,dennis_hopper,1320
1321,jan_de_bont,1321
1322,bonnie_bedelia,1322
1323,ron_underwood,1323
1324,mia_sara,1324
1325,ron_silver,1325
1326,bruce_mcgill,1326
1327,jamie_lee_curtis,1327
1328,james_cameron,1328
1329,luis_mandoki,1329
1330,kate_nelligan,1330
1331,david_andrews,1331
1332,michael_beach,1332
1333,damian_harris,1333
1334,brenda_fricker,1334
1335,tara_fitzgerald,1335
1336,suri_krishnamma,1336
1337,reese_witherspoon,1337
1338,jake_busey,1338
1339,joey_lauren_adams,1339
1340,jefery_levy,1340
1341,keenen_ivory_wayans,1341
1342,salli_richardson-whitfield,1342
1343,tura_satana,1343
1344,haji,1344
1345,lori_williams,1345
1346,ray_barlow,1346
1347,russ_meyer,1347
1348,bokeem_woodbine,1348
1349,anthony_'treach'_criss,1349
1350,doug_mchenry,1350
1351,raul_julia,1351
1352,ming-na_wen,1352
1353,damian_chapa,1353
1354,steven_e._de_souza,1354
1355,mario_van_peebles,1355
1356,deborah_kara_unger,1356
1357,mako,1357
1358,andrew_morahan,1358
1359,nicholas_turturro,1359
1360,libby_langdon,1360
1361,michael_raynor,1361
1362,michael_corrente,1362
1363,julie_carmen,1363
1364,david_warner,1364
1365,cameron_finley,1365
1366,carrie_snodgress,1366
1367,dustin_mayfield,1367
1368,john_g._avildsen,1368
1369,duane_martin,1369
1370,tupac_shakur,1370
1371,david_bailey,1371
1372,jeff_pollack,1372
1373,daniel_day-lewis,1373
1374,linda_faye_farkas,1374
1375,brendan_fraser,1375
1376,michael_lehmann,1376
1377,charles_gitonga_maina,1377
1378,yolanda_vazquez,1378
1379,winston_ntshona,1379
1380,paul_michael_glaser,1380
1381,emilio_estevez,1381
1382,dennis_farina,1382
1383,madeleine_stowe,1383
1384,jonathan_kaplan,1384
1385,taylor_nichols,1385
1386,chris_eigeman,1386
1387,tushka_bergen,1387
1388,whit_stillman,1388
1389,kelly_hunter,1389
1390,maudie_johnson,1390
1391,max_johnson,1391
1392,bill_forsyth,1392
1393,diedrich_bader,1393
1394,cloris_leachman,1394
1395,jon_tenney,1395
1396,joey_travolta,1396
1397,eugene_collier,1397
1398,john_landis,1398
1399,docs_keepin_time,1399
1400,alan_cumming,1400
1401,caroline_thompson,1401
1402,james_remar,1402
1403,peter_friedman,1403
1404,suzy_amis,1404
1405,lloyd_bridges,1405
1406,stephen_hopkins,1406
1407,mary_mcdonnell,1407
1408,ed_o'neill,1408
1409,tony_richardson,1409
1410,terry_kinney,1410
1411,meg_tilly,1411
1412,gabrielle_anwar,1412
1413,reilly_murphy,1413
1414,sherilyn_fenn,1414
1415,kurtwood_smith,1415
1416,jennifer_lynch,1416
1417,lillo_brancato,1417
1418,chris_elliott,1418
1419,ritch_brinkley,1419
1420,james_gammon,1420
1421,adam_resnick,1421
1422,jason_priestley,1422
1423,gabriel_olds,1423
1424,jerry_o'connell,1424
1425,john_whitesell,1425
1426,penelope_ann_miller,1426
1427,brian_de_palma,1427
1428,jon_lovitz,1428
1429,paul_weiland,1429
1430,dana_carvey,1430
1431,mick_jackson,1431
1432,john_lithgow,1432
1433,michael_rooker,1433
1434,janine_turner,1434
1435,robert_knott,1435
1436,jonathan_penner,1436
1437,whip_hubley,1437
1438,steve_barron,1438
1439,jane_march,1439
1440,rubén_blades,1440
1441,lesley_ann_warren,1441
1442,richard_rush,1442
1443,robert_davi,1443
1444,michael_ritchie,1444
1445,kiefer_sutherland,1445
1446,gregg_champion,1446
1447,kevin_dunn,1447
1448,jason_london,1448
1449,milla_jovovich,1449
1450,shawn_andrews,1450
1451,nigel_hawthorne,1451
1452,marco_brambilla,1452
1453,uma_thurman,1453
1454,pat_morita,1454
1455,angie_dickinson,1455
1456,carl_reiner,1456
1457,leslie_cheung,1457
1458,fengyi_zhang,1458
1459,kaige_chen,1459
1460,peter_weir,1460
1461,mark_christopher_lawrence,1461
1462,larry_b._scott,1462
1463,kasi_lemmons,1463
1464,moira_kelly,1464
1465,patrick_dempsey,1465
1466,alek_keshishian,1466
1467,julia_mcneal,1467
1468,ron_kuhlman,1468
1469,jerry_swindall,1469
1470,ryan_bohls,1470
1471,steve_kloves,1471
1472,joan_plowright,1472
1473,adrian_dunbar,1473
1474,john_irvin,1474
1475,anthony_higgins,1475
1476,michael_tucker,1476
1477,tom_cruise,1477
1478,jeanne_tripplehorn,1478
1479,hal_holbrook,1479
1480,jayne_atkinson,1480
1481,simon_wincer,1481
1482,sean_nelson,1482
1483,n'bushe_wright,1483
1484,boaz_yakin,1484
1485,sela_ward,1485
1486,jason_patric,1486
1487,wes_studi,1487
1488,ted_danson,1488
1489,v.s._brodie,1489
1490,guinevere_turner,1490
1491,t._wendy_mcmillan,1491
1492,migdalia_melendez,1492
1493,rose_troche,1493
1494,chuck_pfarrer,1494
1495,robert_apisa,1495
1496,arnold_vosloo,1496
1497,charlie_sheen,1497
1498,jim_abrahams,1498
1499,kim_cattrall,1499
1500,laila_robins,1500
1501,julianna_lavin,1501
1502,colm_meaney,1502
1503,christopher_monger,1503
1504,maria_conchita_alonso,1504
1505,antónio_assunção,1505
1506,julie_balloo,1506
1507,frank_baker,1507
1508,bille_august,1508
1509,christopher_reid,1509
1510,christopher_martin,1510
1511,david_edwards,1511
1512,angela_means,1512
1513,eric_meza,1513
1514,joel_coen,1514
1515,ethan_coen,1515
1516,albert_brooks,1516
1517,julie_kavner,1517
1518,james_l._brooks,1518
1519,andy_dick,1519
1520,daniel_petrie_jr.,1520
1521,alison_crosbie,1521
1522,philip_king,1522
1523,jim_sheridan,1523
1524,suzzanne_douglas,1524
1525,glynn_turman,1525
1526,matty_rich,1526
1527,raéven_kelly,1527
1528,virginia_capers,1528
1529,dororthy_thorton,1529
1530,demetrice_cheathon,1530
1531,jason_beghe,1531
1532,laura_dern,1532
1533,steven_spielberg,1533
1534,kathy_larson,1534
1535,david_milford,1535
1536,david_duchovny,1536
1537,dominic_sena,1537
1538,martin_raymond,1538
1539,eric_pascal_chaltiel,1539
1540,roger_avary,1540
1541,tom_guiry,1541
1542,helen_slater,1542
1543,brittany_boyd,1543
1544,daniel_petrie,1544
1545,f._murray_abraham,1545
1546,art_carney,1546
1547,charles_dance,1547
1548,christina_vidal,1548
1549,cyndi_lauper,1549
1550,james_lapine,1550
1551,paul_hogan,1551
1552,beverly_d'angelo,1552
1553,kamala_lopez,1553
1554,barbara_sukowa,1554
1555,ian_richardson,1555
1556,david_cronenberg,1556
1557,will_smith,1557
1558,bebe_neuwirth,1558
1559,nick_stahl,1559
1560,margaret_whitton,1560
1561,fay_masterson,1561
1562,jerry_adler,1562
1563,tyrin_turner,1563
1564,june_kyoto_lu,1564
1565,toshi_toda,1565
1566,stuart_baird,1566
1567,tatsuya_fuji,1567
1568,eiko_matsuda,1568
1569,aoi_nakajima,1569
1570,yasuko_matsui,1570
1571,nagisa_ôshima,1571
1572,karen_sillas,1572
1573,tom_noonan,1573
1574,kate_beckinsale,1574
1575,imelda_staunton,1575
1576,jimmy_yuill,1576
1577,william_hurt,1577
1578,anthony_minghella,1578
1579,harvey_fierstein,1579
1580,lesley_sharp,1580
1581,katrin_cartlidge,1581
1582,greg_cruttwell,1582
1583,mike_leigh,1583
1584,hilary_swank,1584
1585,constance_towers,1585
1586,kevin_dillon,1586
1587,julia_louis-dreyfus,1587
1588,marc_shaiman,1588
1589,tilda_swinton,1589
1590,quentin_crisp,1590
1591,jimmy_somerville,1591
1592,john_bott,1592
1593,sally_potter,1593
1594,t.j._lowther,1594
1595,roberta_maxwell,1595
1596,buzz_kilman,1596
1597,jonathan_demme,1597
1598,anna_paquin,1598
1599,jane_campion,1599
1600,khandi_alexander,1600
1601,maya_angelou,1601
1602,ché_j._avery,1602
1603,lloyd_avery_ii,1603
1604,james_caan,1604
1605,craig_sheffer,1605
1606,eric_thal,1606
1607,julie_warner,1607
1608,stuart_orme,1608
1609,brian_benben,1609
1610,ned_beatty,1610
1611,george_burns,1611
1612,mel_smith,1612
1613,judy_davis,1613
1614,robert_j._steinmiller_jr.,1614
1615,john_haycraft,1615
1616,gregory_hines,1616
1617,ed_begley_jr.,1617
1618,penny_marshall,1618
1619,philip_kaufman,1619
1620,alan_parker,1620
1621,robert_john_burke,1621
1622,mario_machado,1622
1623,remy_ryan,1623
1624,jodi_long,1624
1625,fred_dekker,1625
1626,roger_rees,1626
1627,wallace_wood,1627
1628,david_proval,1628
1629,peter_medak,1629
1630,daniel_pollock,1630
1631,jacqueline_mckenzie,1631
1632,alex_scott,1632
1633,geoffrey_wright,1633
1634,ashley_judd,1634
1635,todd_field,1635
1636,bentley_mitchum,1636
1637,allison_dean,1637
1638,victor_nunez,1638
1639,sean_astin,1639
1640,jon_favreau,1640
1641,greta_lind,1641
1642,david_anspaugh,1642
1643,anne_twomey,1643
1644,max_pomeranc,1644
1645,steven_zaillian,1645
1646,kate_maberly,1646
1647,heydon_prowse,1647
1648,andrew_knott,1648
1649,maggie_smith,1649
1650,kathleen_turner,1650
1651,sam_waterston,1651
1652,ricki_lake,1652
1653,john_waters,1653
1654,russell_mulcahy,1654
1655,julian_fellowes,1655
1656,roddy_maude-roxby,1656
1657,michael_denison,1657
1658,andrew_seear,1658
1659,zane_cassidy,1659
1660,catherine_o'hara,1660
1661,gillies_mackinnon,1661
1662,pamela_rabe,1662
1663,john_duigan,1663
1664,ross_malinger,1664
1665,rita_wilson,1665
1666,victor_garber,1666
1667,tom_berenger,1667
1668,rutger_hauer,1668
1669,carla_gugino,1669
1670,lane_smith,1670
1671,cindy_pickett,1671
1672,steve_rash,1672
1673,mike_myers,1673
1674,thomas_schlamme,1674
1675,rowdy_herrington,1675
1676,annabel_jankel,1676
1677,rocky_morton,1677
1678,nastassja_kinski,1678
1679,deran_sarafian,1679
1680,colm_feore,1680
1681,derek_keurvorst,1681
1682,katya_ladan,1682
1683,devon_anderson,1683
1684,françois_girard,1684
1685,lara_flynn_boyle,1685
1686,alexis_arquette,1686
1687,andrew_fleming,1687
1688,danny_elfman,1688
1689,chris_sarandon,1689
1690,henry_selick,1690
1691,oliver_platt,1691
1692,sam_elliott,1692
1693,george_p._cosmatos,1693
1694,kevin_jarre,1694
1695,james_carville,1695
1696,george_stephanopoulos,1696
1697,heather_beckel,1697
1698,paul_begala,1698
1699,chris_hegedus,1699
1700,d.a._pennebaker,1700
1701,kanin_howell,1701
1702,alexis_kirschner,1702
1703,jessica_kirschner,1703
1704,pixote_hunt,1704
1705,heather_matarazzo,1705
1706,victoria_davis,1706
1707,christina_brucato,1707
1708,todd_solondz,1708
1709,miou-miou,1709
1710,renaud,1710
1711,jean_carmet,1711
1712,judith_henry,1712
1713,claude_berri,1713
1714,crispin_glover,1714
1715,verónica_forqué,1715
1716,àlex_casanovas,1716
1717,pedro_almodóvar,1717
1718,kim_vithana,1718
1719,jimmi_harkishin,1719
1720,sarita_khajuria,1720
1721,akbar_kurtha,1721
1722,gurinder_chadha,1722
1723,luke_edwards,1723
1724,timothy_busfield,1724
1725,john_ashton,1725
1726,ashley_crow,1726
1727,andrew_scheinman,1727
1728,paolo_villaggio,1728
1729,isa_danieli,1729
1730,gigio_morra,1730
1731,sergio_solli,1731
1732,lina_wertmüller,1732
1733,jeremy_davies,1733
1734,alberta_watson,1734
1735,benjamin_hendrickson,1735
1736,elizabeth_newett,1736
1737,travis_tedford,1737
1738,kevin_jamal_woods,1738
1739,jordan_warkol,1739
1740,zachary_mabry,1740
1741,chelsea_field,1741
1742,shane_meier,1742
1743,aidan_pendleton,1743
1744,george_miller,1744
1745,claudio_amendola,1745
1746,carlo_cecchi,1746
1747,ricky_memphis,1747
1748,ricky_tognazzi,1748
1749,jim_broadbent,1749
1750,phoebe_cates,1750
1751,wendy_hughes,1751
1752,michael_austin,1752
1753,lily_tomlin,1753
1754,tony_curtis,1754
1755,susie_bright,1755
1756,arthur_laurents,1756
1757,rob_epstein,1757
1758,jeffrey_friedman,1758
1759,nanni_moretti,1759
1760,giovanna_bozzolo,1760
1761,sebastiano_nardone,1761
1762,antonio_petrocelli,1762
1763,shelley_long,1763
1764,gary_cole,1764
1765,christine_taylor,1765
1766,christopher_daniel_barnes,1766
1767,betty_thomas,1767
1768,john_heard,1768
1769,stanley_lawrence,1769
1770,scott_weinger,1770
1771,linda_larkin,1771
1772,jonathan_freeman,1772
1773,ron_clements,1773
1774,john_musker,1774
1775,linda_hamilton,1775
1776,robert_patrick,1776
1777,rodney_a._grant,1777
1778,lawrence_a._bonney,1778
1779,lawrence_t._wrentz,1779
1780,roy_atwell,1780
1781,stuart_buchanan,1781
1782,adriana_caselotti,1782
1783,eddie_collins,1783
1784,william_cottrell,1784
1785,david_hand,1785
1786,wilfred_jackson,1786
1787,larry_morey,1787
1788,perce_pearce,1788
1789,ben_sharpsteen,1789
1790,robby_benson,1790
1791,jesse_corti,1791
1792,rex_everhart,1792
1793,angela_lansbury,1793
1794,gary_trousdale,1794
1795,kirk_wise,1795
1796,mel_blanc,1796
1797,billy_bletcher,1797
1798,don_brodie,1798
1799,norman_ferguson,1799
1800,t._hee,1800
1801,jack_kinney,1801
1802,hamilton_luske,1802
1803,bill_roberts,1803
1804,ralph_bellamy,1804
1805,william_holden,1805
1806,ernest_borgnine,1806
1807,robert_ryan,1807
1808,edmond_o'brien,1808
1809,sam_peckinpah,1809
1810,renée_zellweger,1810
1811,rory_cochrane,1811
1812,c.m._talkington,1812
1813,quincy_jones,1813
1814,dizzy_gillespie,1814
1815,sonny_rollins,1815
1816,buck_clayton,1816
1817,jean_bach,1817
1818,mae_whitman,1818
1819,alex_d._linz,1819
1820,tony_todd,1820
1821,kelly_rowan,1821
1822,william_o'leary,1822
1823,bill_condon,1823
1824,william_h._macy,1824
1825,peter_stormare,1825
1826,kristin_rudrüd,1826
1827,ralph_waite,1827
1828,al_michaels,1828
1829,david_r._ellis,1829
1830,don_francks,1830
1831,caroline_semple,1831
1832,richard_romanus,1832
1833,susan_roman,1833
1834,gerald_potterton,1834
1835,john_bruno,1835
1836,john_halas,1836
1837,julian_harris,1837
1838,jimmy_t._murakami,1838
1839,barrie_nelson,1839
1840,paul_sabella,1840
1841,jack_stokes,1841
1842,pino_van_lamsweerde,1842
1843,harold_whitaker,1843
1844,bruce_ramsay,1844
1845,valentina_vargas,1845
1846,doug_bradley,1846
1847,charlotte_chatton,1847
1848,kevin_yagher,1848
1849,david_schwimmer,1849
1850,matt_reeves,1850
1851,nic_knight,1851
1852,nicola_howard,1852
1853,sasha_graff,1853
1854,franco_zeffirelli,1854
1855,phil_harris,1855
1856,eva_gabor,1856
1857,sterling_holloway,1857
1858,scatman_crothers,1858
1859,wolfgang_reitherman,1859
1860,marisa_paredes,1860
1861,juan_echanove,1861
1862,carme_elias,1862
1863,rossy_de_palma,1863
1864,daryl_hannah,1864
1865,fernando_trueba,1865
1866,matt_leblanc,1866
1867,gene_ross,1867
1868,paul_hewitt,1868
1869,sage_allen,1869
1870,bill_couturié,1870
1871,martin_lawrence,1871
1872,lynn_whitfield,1872
1873,regina_king,1873
1874,bobby_brown,1874
1875,cameron_diaz,1875
1876,ron_eldard,1876
1877,stacy_title,1877
1878,john_mahoney,1878
1879,gregory_hoblit,1879
1880,hamilton_camp,1880
1881,larry_leker,1881
1882,rosana_pastor,1882
1883,icíar_bollaín,1883
1884,tom_gilroy,1884
1885,tim_daly,1885
1886,caroleen_feeney,1886
1887,dan_gunther,1887
1888,dana_wheeler-nicholson,1888
1889,hal_salwen,1889
1890,armin_mueller-stahl,1890
1891,juliet_landau,1891
1892,bud_cort,1892
1893,jonathan_r._betuel,1893
1894,irma_p._hall,1894
1895,richard_pearce,1895
1896,michael_gunther,1896
1897,craig_chester,1897
1898,michael_stock,1898
1899,raoul_o'connell,1899
1900,todd_verow,1900
1901,jonathan_lynn,1901
1902,richard_e._grant,1902
1903,judi_dench,1903
1904,eileen_atkins,1904
1905,tim_sullivan,1905
1906,theresa_randle,1906
1907,isaiah_washington,1907
1908,jenifer_lewis,1908
1909,jeremiah_s._chechik,1909
1910,lou_diamond_phillips,1910
1911,michael_moriarty,1911
1912,emmanuelle_béart,1912
1913,masatoshi_nagase,1913
1914,fisher_stevens,1914
1915,gísli_halldórsson,1915
1916,friðrik_þór_friðriksson,1916
1917,john_lynch,1917
1918,pen_densham,1918
1919,pete_postlethwaite,1919
1920,rob_cohen,1920
1921,jane_leeves,1921
1922,joanna_lumley,1922
1923,mark_wahlberg,1923
1924,william_petersen,1924
1925,amy_brenneman,1925
1926,james_foley,1926
1927,dave_foley,1927
1928,bruce_mcculloch,1928
1929,kevin_mcdonald,1929
1930,mark_mckinney,1930
1931,predrag_'miki'_manojlovic,1931
1932,lazar_ristovski,1932
1933,mirjana_jokovic,1933
1934,slavko_stimac,1934
1935,emir_kusturica,1935
1936,daniel_bernhardt,1936
1937,donald_gibb,1937
1938,james_hong,1938
1939,alan_mehrez,1939
1940,philip_tan,1940
1941,kanu_bannerjee,1941
1942,karuna_bannerjee,1942
1943,chunibala_devi,1943
1944,uma_das_gupta,1944
1945,satyajit_ray,1945
1946,soumitra_chatterjee,1946
1947,sharmila_tagore,1947
1948,alok_chakravarty,1948
1949,swapan_mukherjee,1949
1950,trace_beaulieu,1950
1951,michael_j._nelson,1951
1952,jim_mallon,1952
1953,kevin_murphy,1953
1954,michael_jordan,1954
1955,wayne_knight,1955
1956,manner_washington,1956
1957,joe_pytka,1957
1958,jane_fonda,1958
1959,john_phillip_law,1959
1960,anita_pallenberg,1960
1961,milo_o'shea,1961
1962,roger_vadim,1962
1963,billy_bob_thornton,1963
1964,molly_ringwald,1964
1965,jefferson_mays,1965
1966,george_hickenlooper,1966
1967,matt_keeslar,1967
1968,victoria_smurfit,1968
1969,anthony_brophy,1969
1970,eddie_constantine,1970
1971,anna_karina,1971
1972,akim_tamiroff,1972
1973,jean-luc_godard,1973
1974,margaret_cho,1974
1975,lee_grant,1975
1976,devon_gummersall,1976
1977,randal_kleiser,1977
1978,danny_glover,1978
1979,doug_e._doug,1979
1980,shirley_maclaine,1980
1981,miguel_sandoval,1981
1982,barry_corbin,1982
1983,jaime_gomez,1983
1984,norberto_barba,1984
1985,raymond_cruz,1985
1986,luis_guzmán,1986
1987,robert_mandel,1987
1988,michael_bowen,1988
1989,pat_verducci,1989
1990,steven_baigelman,1990
1991,audie_england,1991
1992,costas_mandylor,1992
1993,eric_da_silva,1993
1994,raven_snow,1994
1995,zalman_king,1995
1996,perry_anzilotti,1996
1997,robert_curtis_brown,1997
1998,kevin_connolly,1998
1999,patrick_read_johnson,1999
2000,lukas_haas,2000
2001,john_c._reilly,2001
2002,stacy_cochran,2002
2003,roger_moore,2003
2004,janet_gunn,2004
2005,fredro_starr,2005
2006,terrence_howard,2006
2007,steve_gomer,2007
2008,ben_chaplin,2008
2009,jamie_foxx,2009
2010,joey_lawrence,2010
2011,billy_joel,2011
2012,richard_mulligan,2012
2013,george_scribner,2013
2014,gail_o'grady,2014
2015,tom_decerchio,2015
2016,jonathan_banks,2016
2017,robert_deacon,2017
2018,alan_shapiro,2018
2019,gary_farmer,2019
2020,jim_jarmusch,2020
2021,olivier_martinez,2021
2022,pierre_arditi,2022
2023,françois_cluzet,2023
2024,jean-paul_rappeneau,2024
2025,christian_clavier,2025
2026,valérie_lemercier,2026
2027,marie-anne_chazel,2027
2028,jean-marie_poiré,2028
2029,zack_duhame,2029
2030,katie_schlossberg,2030
2031,maila_nurmi,2031
2032,dolores_fuller,2032
2033,paul_marco,2033
2034,conrad_brooks,2034
2035,brett_thompson,2035
2036,robin_tunney,2036
2037,fairuza_balk,2037
2038,neve_campbell,2038
2039,rachel_true,2039
2040,peter_berg,2040
2041,corbin_bernsen,2041
2042,randy_quaid,2042
2043,bruce_beresford,2043
2044,sheila_burrell,2044
2045,stephen_fry,2045
2046,eric_roberts,2046
2047,phil_joanou,2047
2048,john_spencer,2048
2049,françois_hadji-lazaro,2049
2050,anna_falchi,2050
2051,mickey_knox,2051
2052,michele_soavi,2052
2053,jami_gertz,2053
2054,amir_aboulela,2054
2055,adriana_alexander,2055
2056,david_andriole,2056
2057,vanessa_lee_asher,2057
2058,david_hogan,2058
2059,atsuko_tanaka,2059
2060,akio_ôtsuka,2060
2061,kôichi_yamadera,2061
2062,yutaka_nakano,2062
2063,mamoru_oshii,2063
2064,lucinda_jenney,2064
2065,bethany_joy_lenz,2065
2066,time_winters,2066
2067,tom_holland,2067
2068,nicollette_sheridan,2068
2069,marcia_gay_harden,2069
2070,rick_friedberg,2070
2071,peter_sallis,2071
2072,anne_reid,2072
2073,nick_park,2073
2074,jessica_lundy,2074
2075,bug_hall,2075
2076,alex_mckenna,2076
2077,richard_schiff,2077
2078,shane,2078
2079,david_twohy,2079
2080,peter_sellers,2080
2081,george_c._scott,2081
2082,sterling_hayden,2082
2083,keenan_wynn,2083
2084,stanley_kubrick,2084
2085,maggie_cheung,2085
2086,dominique_horwitz,2086
2087,thomas_kretschmann,2087
2088,jochen_nickel,2088
2089,sebastian_rudolph,2089
2090,joseph_vilsmaier,2090
2091,treat_williams,2091
2092,catherine_zeta-jones,2092
2093,burt_reynolds,2093
2094,ving_rhames,2094
2095,pruitt_taylor_vince,2095
2096,shelley_winters,2096
2097,liv_tyler,2097
2098,debbie_harry,2098
2099,james_mangold,2099
2100,brian_kerwin,2100
2101,francis_ford_coppola,2101
2102,jared_harris,2102
2103,martha_plimpton,2103
2104,lothaire_bluteau,2104
2105,mary_harron,2105
2106,magaye_niang,2106
2107,myriam_niang,2107
2108,christoph_colomb,2108
2109,mustapha_ture,2109
2110,djibril_diop_mambéty,2110
2111,brigitte_bardot,2111
2112,alain_delon,2112
2113,federico_fellini,2113
2114,ewen_bremner,2114
2115,kevin_mckidd,2115
2116,john_plumpis,2116
2117,janel_moloney,2117
2118,yvonne_zima,2118
2119,scott_winant,2119
2120,sinéad_cusack,2120
2121,joseph_fiennes,2121
2122,jason_flemyng,2122
2123,mary_kay_bergman,2123
2124,corey_burton,2124
2125,leslie_mann,2125
2126,vanessa_angel,2126
2127,bill_murray,2127
2128,vanessa_williams,2128
2129,james_coburn,2129
2130,larry_miller,2130
2131,michael_delorenzo,2131
2132,viggo_mortensen,2132
2133,dan_hedaya,2133
2134,peter_dobson,2134
2135,john_astin,2135
2136,stephen_mendillo,2136
2137,stephen_j._lang,2137
2138,chris_cooper,2138
2139,elizabeth_peña,2139
2140,michelle_trachtenberg,2140
2141,gregory_smith,2141
2142,vanessa_chester,2142
2143,bronwen_hughes,2143
2144,kyra_sedgwick,2144
2145,amy_braverman,2145
2146,miranda_rhyne,2146
2147,nicole_holofcener,2147
2148,michael_mcglone,2148
2149,dennis_franz,2149
2150,vincent_kartheiser,2150
2151,dirk_benedict,2151
2152,charlton_heston,2152
2153,fraser_c._heston,2153
2154,will_patton,2154
2155,kevin_hooks,2155
2156,shaquille_o'neal,2156
2157,ally_walker,2157
2158,james_acheson,2158
2159,richard_alan_baker,2159
2160,richie_allan,2160
2161,howard_franklin,2161
2162,arlene_sanford,2162
2163,patrick_bauchau,2163
2164,haydée_politoff,2164
2165,daniel_pommereulle,2165
2166,alain_jouffroy,2166
2167,éric_rohmer,2167
2168,geneviève_bujold,2168
2169,udo_kier,2169
2170,megan_ward,2170
2171,billy_west,2171
2172,john_payson,2172
2173,goldie_hawn,2173
2174,bette_midler,2174
2175,hugh_wilson,2175
2176,brawley_nolte,2176
2177,louise_fletcher,2177
2178,hart_bochner,2178
2179,hedy_burress,2179
