,id,title,year,rated,duration,genre,cast,director,language,imdb_rating,votes
142,tt0113243,Hackers,1995,PG-13,105 min,"Comedy, Crime, Drama, Thriller","Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard",Iain Softley,"English, Italian, Japanese, Russian",6.3,"65,557"
143,tt0113464,Jeffrey,1995,R,92 min,"Comedy, Drama","Steven Weber, Peter Jacobson, Tom Cayler, David Thornton",Christopher Ashley,English,6.8,"5,750"
144,tt0113481,Johnny Mnemonic,1995,R,96 min,"Action, Drama, Sci-Fi, Thriller","Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano",Robert Longo,"English, Japanese",5.7,"67,082"
145,tt0113492,Judge Dredd,1995,R,96 min,"Action, Crime, Sci-Fi, Thriller","Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow",Danny Cannon,English,5.6,"111,002"
146,tt0113500,Jury Duty,1995,PG-13,88 min,Comedy,"Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray",John Fortenberry,English,4.4,"7,511"
147,tt0113540,Kids,1995,Unrated,91 min,Drama,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan",Larry Clark,English,7.1,"73,249"
148,tt0113677,Living in Oblivion,1995,R,90 min,"Comedy, Drama","Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck",Tom DiCillo,English,7.5,"16,678"
149,tt0113690,Lord of Illusions,1995,R,109 min,"Horror, Mystery, Thriller","J. Trevor Edmond, Daniel von Bargen, Kevin J. O'Connor, Joseph Latimore",Clive Barker,English,6.1,"14,937"
150,tt0107447,Love & Human Remains,1993,R,100 min,"Comedy, Drama","Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner",Denys Arcand,English,6.7,"2,445"
151,tt0113729,Mad Love,1995,PG-13,93 min,"Comedy, Drama, Romance","Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim",Antonia Bird,English,5.4,"6,133"
152,tt0113749,Mallrats,1995,R,94 min,"Comedy, Romance","Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani",Kevin Smith,English,7.1,"116,453"
153,tt0113820,Mighty Morphin Power Rangers: The Movie,1995,PG,95 min,"Action, Adventure, Family, Sci-Fi, Thriller","Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",Bryan Spicer,English,5.3,"25,368"
154,tt0110604,Mute Witness,1995,R,95 min,"Crime, Thriller","Marina Zudina, Fay Ripley, Evan Richards, Oleg Yankovskiy",Anthony Waller,"English, Russian",6.7,"5,312"
155,tt0110620,Nadja,1994,R,93 min,"Drama, Horror","Elina Löwensohn, Nic Ratner, Karl Geary, Peter Fonda",Michael Almereyda,English,6.0,"2,946"
156,tt0113957,The Net,1995,PG-13,114 min,"Action, Crime, Drama, Mystery, Thriller","Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker",Irwin Winkler,"English, Spanish",6.0,"61,009"
157,tt0113986,Nine Months,1995,PG-13,103 min,"Comedy, Romance","Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack",Chris Columbus,"English, Russian",5.5,"35,244"
158,tt0114095,Party Girl,1995,R,94 min,Comedy,"The Lady Bunny, Lum Chang Pang, Parker Posey, Anthony DeSando",Daisy von Scherler Mayer,"English, Arabic",6.6,"4,620"
159,tt0114194,The Prophecy,1995,R,98 min,"Action, Crime, Drama, Fantasy, Horror, Mystery, Thriller","Christopher Walken, Elias Koteas, Virginia Madsen, Eric Stoltz",Gregory Widen,English,6.5,"29,276"
160,tt0114241,Reckless,1995,PG-13,91 min,"Comedy, Drama, Fantasy","Mia Farrow, Tony Goldwyn, Juana Barrios, Mike Heibeck",Norman René,English,5.3,420
161,tt0114323,Safe,1995,R,119 min,Drama,"Julianne Moore, Xander Berkeley, Dean Norris, Julie Burgess",Todd Haynes,"English, Spanish",7.2,"13,517"
162,tt0114345,The Scarlet Letter,1995,R,135 min,"Drama, Romance","Demi Moore, Gary Oldman, Robert Duvall, Lisa Andoh",Roland Joffé,English,5.4,"14,426"
163,tt0114436,Showgirls,1995,NC-17,128 min,Drama,"Elizabeth Berkley, Kyle MacLachlan, Gina Gershon, Glenn Plummer",Paul Verhoeven,English,4.9,"62,656"
164,tt0114478,Smoke,1995,R,112 min,"Comedy, Drama","Giancarlo Esposito, José Zúñiga, Stephen Gevedon, Harvey Keitel",Wayne Wang,English,7.4,"33,175"
165,tt0114496,Something to Talk About,1995,R,106 min,"Comedy, Drama, Romance","Julia Roberts, Dennis Quaid, Robert Duvall, Gena Rowlands",Lasse Hallström,English,5.7,"12,776"
166,tt0114508,Species,1995,R,108 min,"Action, Horror, Sci-Fi, Thriller","Ben Kingsley, Michael Madsen, Alfred Molina, Forest Whitaker",Roger Donaldson,English,5.8,"74,451"
167,tt0114558,Strange Days,1995,R,145 min,"Action, Crime, Drama, Sci-Fi, Thriller","Ralph Fiennes, Angela Bassett, Juliette Lewis, Tom Sizemore",Kathryn Bigelow,English,7.2,"67,574"
168,tt0058450,The Umbrellas of Cherbourg,1964,Not Rated,91 min,"Drama, Musical, Romance","Catherine Deneuve, Nino Castelnuovo, Anne Vernon, Marc Michel",Jacques Demy,"French, English",7.8,"23,971"
169,tt0114663,Three Wishes,1995,PG,115 min,"Drama, Fantasy","Patrick Swayze, Mary Elizabeth Mastrantonio, Joseph Mazzello, Seth Mumy",Martha Coolidge,English,6.2,"2,802"
170,tt0114702,Total Eclipse,1995,R,111 min,"Biography, Drama, Romance","Leonardo DiCaprio, David Thewlis, Romane Bohringer, Dominique Blanc",Agnieszka Holland,English,6.6,"13,392"
171,tt0114682,"To Wong Foo Thanks for Everything, Julie Newmar",1995,PG-13,109 min,"Comedy, Drama","Wesley Snipes, Patrick Swayze, John Leguizamo, Stockard Channing",Beeban Kidron,"English, French, Italian",6.6,"28,793"
172,tt0114781,Under Siege 2: Dark Territory,1995,R,100 min,"Action, Adventure, Thriller","Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl",Geoff Murphy,English,5.5,"44,083"
173,tt0114798,Unstrung Heroes,1995,PG,93 min,"Comedy, Drama","Andie MacDowell, John Turturro, Michael Richards, Maury Chaykin",Diane Keaton,English,6.7,"2,972"
174,tt0114805,Unzipped,1995,R,73 min,Documentary,"Roseanne Barr, Sandra Bernhard, Robert Best, Natane Boudreau",Douglas Keeve,"English, French",6.5,"1,056"
175,tt0114887,A Walk in the Clouds,1995,PG-13,102 min,"Drama, Romance","Keanu Reeves, Aitana Sánchez-Gijón, Anthony Quinn, Giancarlo Giannini",Alfonso Arau,English,6.7,"31,714"
176,tt0114898,Waterworld,1995,PG-13,135 min,"Action, Adventure, Sci-Fi","Kevin Costner, Chaim Jeraffi, Rick Aviles, R.D. Call",Kevin Reynolds,English,6.3,"181,519"
177,tt0114928,White Man's Burden,1995,R,89 min,"Drama, Thriller","John Travolta, Harry Belafonte, Kelly Lynch, Margaret Avery",Desmond Nakano,English,5.3,"4,610"
178,tt0114938,Wild Bill,1995,R,98 min,"Action, Biography, Western","Jeff Bridges, Ellen Barkin, John Hurt, Diane Lane",Walter Hill,"English, Sioux, Cantonese",5.9,"6,517"
179,tt0109340,The Browning Version,1994,R,97 min,Drama,"Albert Finney, Greta Scacchi, Matthew Modine, Julian Sands",Mike Figgis,English,7.2,"3,022"
180,tt0112602,Bushwhacked,1995,PG-13,90 min,"Adventure, Comedy, Crime, Family, Mystery","Daniel Stern, Jon Polito, Brad Sullivan, Ann Dowd",Greg Beeman,English,5.6,"5,620"
181,tt0111579,Burnt by the Sun,1994,R,135 min,"Drama, History, War","Oleg Menshikov, Nikita Mikhalkov, Ingeborga Dapkunaite, Nadezhda Mikhalkova",Nikita Mikhalkov,"Russian, French",7.9,"14,471"
182,tt0110882,Before the Rain,1994,Not Rated,113 min,"Drama, War","Grégoire Colin, Josif Josifovski, Boris Delcevski, Dejan Velkov",Milcho Manchevski,"Macedonian, English, Albanian, French",8.0,"13,853"
183,tt0112471,Before Sunrise,1995,R,101 min,"Drama, Romance","Ethan Hawke, Julie Delpy, Andrea Eckert, Hanno Pöschl",Richard Linklater,"English, German, French",8.1,"275,183"
184,tt0112508,Billy Madison,1995,PG-13,89 min,Comedy,"Adam Sandler, Darren McGavin, Bridgette Wilson-Sampras, Bradley Whitford",Tamra Davis,"English, French, Spanish",6.4,"131,937"
185,tt0112438,The Babysitter,1995,R,90 min,"Drama, Thriller","Alicia Silverstone, Jeremy London, J.T. Walsh, Lee Garlington",Guy Ferland,English,4.3,"4,724"
186,tt0112571,Boys on the Side,1995,R,115 min,"Comedy, Drama","Whoopi Goldberg, Mary-Louise Parker, Drew Barrymore, Matthew McConaughey",Herbert Ross,English,6.5,"11,904"
187,tt0112757,The Cure,1995,PG-13,97 min,Drama,"Brad Renfro, Aeryk Egan, Delphine French, Mona Powell",Peter Horton,English,7.7,"9,184"
188,tt0112643,Castle Freak,1995,R,90 min,"Drama, Horror, Mystery, Thriller","Jeffrey Combs, Barbara Crampton, Jonathan Fuller, Jessica Dollarhide",Stuart Gordon,"English, Italian, Swedish",6.0,"7,356"
189,tt0112679,Circle of Friends,1995,PG-13,103 min,"Drama, Romance","Chris O'Donnell, Minnie Driver, Geraldine O'Rawe, Saffron Burrows",Pat O'Connor,English,6.6,"8,021"
190,tt0109445,Clerks,1994,R,92 min,Comedy,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonauer",Kevin Smith,English,7.7,"211,869"
191,tt0112883,Don Juan DeMarco,1994,PG-13,97 min,"Comedy, Drama, Romance","Marlon Brando, Johnny Depp, Faye Dunaway, Géraldine Pailhas",Jeremy Leven,"English, Spanish",6.7,"48,358"
192,tt0109635,Disclosure,1994,R,128 min,"Drama, Thriller","Michael Douglas, Demi Moore, Donald Sutherland, Caroline Goodall",Barry Levinson,English,6.1,"46,614"
193,tt0109676,Drop Zone,1994,R,101 min,"Action, Adventure, Thriller","Wesley Snipes, Gary Busey, Yancy Butler, Michael Jeter",John Badham,English,5.6,"19,229"
194,tt0112854,Destiny Turns on the Radio,1995,R,102 min,"Crime, Comedy, Fantasy","Dylan McDermott, Nancy Travis, James Le Gros, Quentin Tarantino",Jack Baran,English,4.6,"2,261"
195,tt0109579,Death and the Maiden,1994,R,103 min,"Drama, Mystery, Thriller","Sigourney Weaver, Ben Kingsley, Stuart Wilson, Krystia Mova",Roman Polanski,English,7.3,"22,773"
196,tt0109642,Dolores Claiborne,1995,R,132 min,"Crime, Drama, Mystery, Thriller","Kathy Bates, Jennifer Jason Leigh, Judy Parfitt, Christopher Plummer",Taylor Hackford,English,7.4,"39,426"
197,tt0109686,Dumb and Dumber,1994,PG-13,107 min,Comedy,"Jim Carrey, Jeff Daniels, Lauren Holly, Mike Starr","Peter Farrelly, Bobby Farrelly","English, Swedish, German",7.3,"354,961"
198,tt0111797,Eat Drink Man Woman,1994,Not Rated,124 min,"Comedy, Drama, Romance","Sihung Lung, Yu-Wen Wang, Chien-Lien Wu, Kuei-Mei Yang",Ang Lee,"Mandarin, French",7.8,"18,866"
199,tt0109759,Exotica,1994,R,103 min,Drama,"Bruce Greenwood, Mia Kirshner, Don McKellar, Elias Koteas",Atom Egoyan,"English, Hebrew",7.0,"18,099"
200,tt0109758,Exit to Eden,1994,R,113 min,"Comedy, Crime, Romance, Thriller","Dana Delany, Paul Mercurio, Rosie O'Donnell, Dan Aykroyd",Garry Marshall,English,4.3,"6,498"
201,tt0109707,Ed Wood,1994,R,127 min,"Biography, Comedy, Drama","Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",Tim Burton,English,7.8,"165,343"
202,tt0113117,French Kiss,1995,PG-13,111 min,"Comedy, Drama, Romance","Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno",Lawrence Kasdan,"English, French",6.6,"47,037"
203,tt0113097,Forget Paris,1995,PG-13,101 min,"Comedy, Romance","Billy Crystal, Debra Winger, Joe Mantegna, Cynthia Stevenson",Billy Crystal,"English, French",6.5,"11,469"
204,tt0113028,Far from Home: The Adventures of Yellow Dog,1995,PG,81 min,"Adventure, Family","Mimi Rogers, Bruce Davison, Jesse Bradford, Tom Bower",Phillip Borsos,English,6.4,"2,637"
205,tt0113198,A Goofy Movie,1995,G,78 min,"Animation, Adventure, Comedy, Family, Musical, Romance","Bill Farmer, Jason Marsden, Jim Cummings, Kellie Martin",Kevin Lima,English,6.9,"46,658"
206,tt0113303,Hideaway,1995,R,106 min,"Fantasy, Horror, Thriller","Jeff Goldblum, Christine Lahti, Alicia Silverstone, Jeremy Sisto",Brett Leonard,English,5.3,"6,329"
207,tt0113089,Fluke,1995,PG,96 min,"Drama, Family, Fantasy","Samuel L. Jackson, Matthew Modine, Nancy Travis, Eric Stoltz",Carlo Carlei,English,6.7,"6,508"
208,tt0109771,Farinelli,1994,R,111 min,"Biography, Drama, Music","Stefano Dionisi, Enrico Lo Verso, Elsa Zylberstein, Caroline Cellier",Gérard Corbiau,"French, Italian",6.8,"6,369"
209,tt0113199,Gordy,1994,G,90 min,"Comedy, Drama, Family, Fantasy","Doug Stone, Kristy Young, James Donadio, Deborah Hobart",Mark Lewis,English,3.8,"1,856"
210,tt0110057,Hoop Dreams,1994,PG-13,170 min,"Documentary, Drama, Sport","William Gates, Arthur Agee, Emma Gates, Curtis Gates",Steve James,English,8.3,"24,564"
211,tt0110005,Heavenly Creatures,1994,R,99 min,"Biography, Crime, Drama, Thriller","Melanie Lynskey, Kate Winslet, Sarah Peirse, Diana Kent",Peter Jackson,"English, French",7.3,"59,042"
212,tt0110066,Houseguest,1995,PG,113 min,Comedy,"Sinbad, Phil Hartman, Kim Greist, Kim Murphy",Randall Miller,English,6.0,"6,513"
213,tt0110116,Immortal Beloved,1994,R,121 min,"Biography, Drama, Music, Romance","Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege",Bernard Rose,"English, Hungarian",7.4,"23,342"
214,tt0110006,Heavyweights,1995,PG,100 min,"Comedy, Drama, Family, Sport","David Goldman, Joseph Wayne Miller, Cody Burger, Allen Covert",Steven Brill,English,6.7,"25,378"
215,tt0113360,The Hunted,1995,R,110 min,"Action, Drama, Thriller","Christopher Lambert, John Lone, Joan Chen, Yoshio Harada",J.F. Lawton,"English, Japanese",6.0,"4,780"
216,tt0110099,I.Q.,1994,PG,100 min,"Comedy, Romance","Tim Robbins, Meg Ryan, Walter Matthau, Lou Jacobi",Fred Schepisi,"English, German",6.2,"23,659"
217,tt0110148,Interview With the Vampire: The Vampire Chronicles,1994,R,123 min,"Drama, Horror","Brad Pitt, Christian Slater, Virginia McCollam, John McConnell",Neil Jordan,"English, French",7.5,"295,807"
218,tt0113463,Jefferson in Paris,1995,PG-13,139 min,"Biography, Drama, History, Romance","Nick Nolte, Gwyneth Paltrow, Estelle Eonnet, Thandie Newton",James Ivory,"English, French",5.8,"2,797"
219,tt0110189,The Jerky Boys,1995,R,82 min,"Comedy, Crime","John G. Brennan, Kamal Ahmed, Alan Arkin, William Hickey",James Melkonian,English,4.9,"2,453"
220,tt0110216,Junior,1994,PG-13,109 min,"Comedy, Romance, Sci-Fi","Arnold Schwarzenegger, Danny DeVito, Emma Thompson, Frank Langella",Ivan Reitman,English,4.6,"65,264"
221,tt0113501,Just Cause,1995,R,102 min,"Action, Crime, Drama, Mystery, Thriller","Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood",Arne Glimcher,English,6.4,"24,596"
222,tt0113538,A Kid in King Arthur's Court,1995,PG,89 min,"Adventure, Comedy, Family, Fantasy, Romance","Thomas Ian Nicholas, Joss Ackland, Art Malik, Paloma Baeza",Michael Gottlieb,English,4.7,"5,751"
223,tt0113552,Kiss of Death,1995,R,101 min,"Crime, Drama, Thriller","David Caruso, Samuel L. Jackson, Nicolas Cage, Helen Hunt",Barbet Schroeder,English,5.9,"16,926"
224,tt0076759,Star Wars: Episode IV - A New Hope,1977,PG,121 min,"Action, Adventure, Fantasy, Sci-Fi","Mark Hamill, Harrison Ford, Carrie Fisher, Peter Cushing",George Lucas,English,8.6,"1,239,720"
225,tt0110367,Little Women,1994,PG,115 min,"Drama, Family, Romance","Winona Ryder, Gabriel Byrne, Trini Alvarado, Samantha Mathis",Gillian Armstrong,"English, German, French",7.3,"52,765"
226,tt0113670,A Little Princess,1995,G,97 min,"Drama, Family, Fantasy","Liesel Matthews, Eleanor Bron, Liam Cunningham, Rusty Schwimmer",Alfonso Cuarón,"English, French",7.7,"32,314"
227,tt0110296,Ladybird Ladybird,1994,R,101 min,Drama,"Crissy Rock, Vladimir Vega, Sandie Lavelle, Mauricio Venegas",Ken Loach,English,7.4,"3,228"
228,tt0103994,Como agua para chocolate,1992,R,105 min,"Drama, Romance","Marco Leonardi, Lumi Cavazos, Regina Torné, Mario Iván Martínez",Alfonso Arau,"Spanish, English",7.1,"16,942"
229,tt0110322,Legends of the Fall,1994,R,133 min,"Drama, Romance, War, Western","Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond",Edward Zwick,"English, Cornish",7.6,"149,991"
230,tt0110443,Major Payne,1995,PG-13,95 min,"Adventure, Comedy, Family","Damon Wayans, Michael Ironside, Bam Bam Bigelow, Joseph Blaire",Nick Castle,"English, Vietnamese",6.3,"30,783"
231,tt0107566,Mi vida loca,1993,R,92 min,"Crime, Drama","Angel Aviles, Seidy Lopez, Jacob Vargas, Devine",Allison Anders,English,6.5,"1,978"
232,tt0110391,Love Affair,1994,PG-13,108 min,"Comedy, Drama, Romance","Warren Beatty, Annette Bening, Katharine Hepburn, Garry Shandling",Glenn Gordon Caron,English,6.0,"4,415"
233,tt0113691,Losing Isaiah,1995,R,111 min,Drama,"Jessica Lange, Halle Berry, David Strathairn, Cuba Gooding Jr.",Stephen Gyllenhaal,English,6.5,"5,490"
234,tt0110428,The Madness of King George,1994,PG-13,110 min,"Biography, Comedy, Drama, History","Rupert Graves, Helen Mirren, Amanda Donohoe, Charlotte Curley",Nicholas Hytner,English,7.2,"15,542"
235,tt0109836,Mary Shelley's Frankenstein,1994,R,123 min,"Drama, Horror, Romance, Sci-Fi","Robert De Niro, Kenneth Branagh, Tom Hulce, Helena Bonham Carter",Kenneth Branagh,English,6.4,"51,683"
236,tt0113755,Man of the House,1995,PG,96 min,"Comedy, Family","Chevy Chase, Farrah Fawcett, Jonathan Taylor Thomas, George Wendt",James Orr,English,5.2,"8,734"
237,tt0110538,Mixed Nuts,1994,PG-13,97 min,"Comedy, Drama","Steve Martin, Madeline Kahn, Robert Klein, Anthony LaPaglia",Nora Ephron,English,5.5,"10,722"
238,tt0110516,Milk Money,1994,PG-13,110 min,"Comedy, Romance","Melanie Griffith, Ed Harris, Michael Patrick Carter, Malcolm McDowell",Richard Benjamin,English,5.6,"11,468"
239,tt0110527,Miracle on 34th Street,1994,PG,114 min,"Family, Fantasy","Richard Attenborough, Elizabeth Perkins, Dylan McDermott, J.T. Walsh",Les Mayfield,"English, American Sign Language, Dutch, Italian, Russian, Swahili",6.6,"32,879"
240,tt0113808,Miami Rhapsody,1995,PG-13,95 min,"Comedy, Romance","Sarah Jessica Parker, Gil Bellows, Antonio Banderas, Mia Farrow",David Frankel,English,5.4,"3,078"
241,tt0113896,My Family,1995,R,128 min,Drama,"Edward James Olmos, Rafael Cortes, Ivette Reina, Amelia Zapata",Gregory Nava,"English, Spanish",7.3,"3,723"
242,tt0113870,Murder in the First,1995,R,122 min,"Drama, Thriller","Christian Slater, Kevin Bacon, Gary Oldman, Embeth Davidtz",Marc Rocco,English,7.3,"26,729"
243,tt0110684,Nobody's Fool,1994,R,110 min,"Comedy, Drama","Paul Newman, Jessica Tandy, Bruce Willis, Melanie Griffith",Robert Benton,English,7.4,"18,794"
244,tt0110638,Nell,1994,PG-13,112 min,Drama,"Jodie Foster, Liam Neeson, Natasha Richardson, Richard Libertini",Michael Apted,English,6.5,"27,410"
245,tt0113967,New Jersey Drive,1995,R,98 min,"Crime, Drama","Shar-Ron Corley, Gabriel Casseus, Saul Stein, Gwen McGee",Nick Gomez,English,6.7,"2,864"
246,tt0117169,New York Cop,1993,R,93 min,"Action, Crime, Drama","Tôru Nakamura, Chad McQueen, Mira Sorvino, Conan Lee",Tôru Murakawa,English,4.2,194
247,tt0106402,Beyond Bedlam,1994,R,89 min,"Comedy, Horror","Craig Fairbrass, Elizabeth Hurley, Keith Allen, Anita Dobson",Vadim Jean,English,3.3,463
248,tt0110671,Nina Takes a Lover,1994,R,100 min,"Comedy, Romance","Laura San Giacomo, Paul Rhys, Michael O'Keefe, Cristi Conaway",Alan Jacobs,English,5.5,571
249,tt0110632,Natural Born Killers,1994,R,118 min,"Action, Crime, Drama","Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield",Oliver Stone,"English, Navajo, Japanese",7.3,"217,500"
250,tt0110737,Only You,1994,PG,109 min,"Comedy, Romance","Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida",Norman Jewison,"English, Italian",6.5,"20,808"
251,tt0110729,Once Were Warriors,1994,R,102 min,"Crime, Drama","Rena Owen, Temuera Morrison, Mamaengaroa Kerr-Bell, Julian Arahanga",Lee Tamahori,"English, Maori, Spanish",7.9,"31,658"
252,tt0114151,Poison Ivy II,1996,R,106 min,"Drama, Thriller","Alyssa Milano, Johnathon Schaech, Xander Berkeley, Belinda Bauer",Anne Goursaud,English,4.5,"5,464"
253,tt0114069,Outbreak,1995,R,127 min,"Action, Drama, Thriller","Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey",Wolfgang Petersen,"English, Korean, French",6.6,"120,516"
254,tt0110413,Léon: The Professional,1994,R,110 min,"Action, Crime, Drama, Thriller","Jean Reno, Gary Oldman, Natalie Portman, Danny Aiello",Luc Besson,"English, Italian, French",8.5,"1,044,225"
255,tt0114113,The Perez Family,1995,R,113 min,"Comedy, Romance, Drama","Marisa Tomei, Alfred Molina, Anjelica Huston, Chazz Palminteri",Mira Nair,English,6.0,"2,107"
256,tt0114210,A Pyromaniac's Love Story,1995,PG,94 min,"Comedy, Romance","William Baldwin, John Leguizamo, Sadie Frost, Erika Eleniak",Joshua Brand,English,5.4,965
257,tt0110912,Pulp Fiction,1994,R,154 min,"Crime, Drama","Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta",Quentin Tarantino,"English, Spanish, French",8.9,"1,841,574"
258,tt0105652,Pushing Hands,1991,Not Rated,105 min,"Comedy, Drama","Sihung Lung, Lai Wang, Bozhao Wang, Deb Snyder",Ang Lee,"Mandarin, English",7.3,"3,757"
259,tt0110889,Priest,1994,R,98 min,"Drama, Romance","Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson",Antonia Bird,"Latin, English",7.0,"9,694"
260,tt0110932,Quiz Show,1994,PG-13,133 min,"Biography, Drama, History","John Turturro, Rob Morrow, Ralph Fiennes, Paul Scofield",Robert Redford,English,7.5,"65,089"
261,tt0114129,Picture Bride,1994,PG-13,94 min,"Drama, Romance","Yûki Kudô, Cary-Hiroyuki Tagawa, Tamlyn Tomita, Akira Takayama",Kayo Hatta,"English, Japanese",6.6,"1,058"
262,tt0110963,Queen Margot,1994,R,159 min,"Biography, Drama, History, Romance","Isabelle Adjani, Daniel Auteuil, Jean-Hugues Anglade, Vincent Perez",Patrice Chéreau,"French, Italian",7.4,"16,347"
263,tt0114214,The Quick and the Dead,1995,R,107 min,"Action, Romance, Thriller, Western","Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio",Sam Raimi,"English, Spanish",6.4,"86,284"
264,tt0114296,Roommates,1995,PG,108 min,"Comedy, Drama","Peter Falk, D.B. Sweeney, Julianne Moore, Ellen Burstyn",Peter Yates,English,6.4,"1,736"
265,tt0110907,Ready to Wear,1994,R,133 min,"Comedy, Drama","Marcello Mastroianni, Sophia Loren, Jean-Pierre Cassel, Kim Basinger",Robert Altman,"English, French, Italian, Russian, Spanish",5.2,"14,370"
266,tt0111495,Three Colors: Red,1994,R,99 min,"Drama, Mystery, Romance","Irène Jacob, Jean-Louis Trintignant, Frédérique Feder, Jean-Pierre Lorit",Krzysztof Kieslowski,French,8.1,"91,291"
267,tt0108394,Three Colors: Blue,1993,R,94 min,"Drama, Music, Mystery, Romance","Juliette Binoche, Benoît Régent, Florence Pernel, Charlotte Véry",Krzysztof Kieslowski,"French, Romanian, Polish",7.9,"90,376"
268,tt0111507,Three Colors: White,1994,R,92 min,"Comedy, Drama, Romance","Zbigniew Zamachowski, Julie Delpy, Janusz Gajos, Jerzy Stuhr",Krzysztof Kieslowski,"Polish, French, English",7.6,"64,781"
269,tt0114268,Rent-a-Kid,1995,G,85 min,"Drama, Family, Comedy","Leslie Nielsen, Christopher Lloyd, Matt McCoy, Sherry Miller",Fred Gerber,English,5.5,"1,882"
270,tt0110965,Relative Fear,1994,R,94 min,"Drama, Horror, Thriller","Darlanne Fluegel, Martin Neufeld, James Brolin, Denise Crosby",George Mihalka,English,5.8,286
271,tt0114571,Stuart Saves His Family,1995,PG-13,95 min,"Comedy, Drama","Al Franken, Laura San Giacomo, Vincent D'Onofrio, Shirley Knight",Harold Ramis,English,5.2,"2,646"
272,tt0111333,The Swan Princess,1994,G,90 min,"Animation, Comedy, Family, Fantasy, Musical, Romance","Jack Palance, Howard McGillin, Michelle Nicastro, Liz Callaway",Richard Rich,English,6.5,"22,933"
273,tt0111112,The Secret of Roan Inish,1994,PG,103 min,"Drama, Family, Fantasy","Jeni Courtney, Pat Slowey, Dave Duffy, Declan Hannigan",John Sayles,"English, Irish",7.5,"7,248"
274,tt0111255,The Specialist,1994,R,110 min,"Action, Drama, Thriller","Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger",Luis Llosa,English,5.6,"62,521"
275,tt0111282,Stargate,1994,PG-13,116 min,"Action, Adventure, Sci-Fi","Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors",Roland Emmerich,"English, Norwegian, Swedish, Egyptian (Ancient), Arabic",7.1,"176,153"
276,tt0111070,The Santa Clause,1994,PG,97 min,"Comedy, Drama, Family, Fantasy","Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd",John Pasquin,"English, Spanish",6.5,"100,950"
277,tt0111161,The Shawshank Redemption,1994,R,142 min,Drama,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",Frank Darabont,English,9.3,"2,354,197"
278,tt0111149,Shallow Grave,1994,R,89 min,"Crime, Thriller","Kerry Fox, Christopher Eccleston, Ewan McGregor, Ken Stott",Danny Boyle,English,7.3,"57,033"
279,tt0108260,Suture,1993,Not Rated,96 min,"Drama, Thriller","Dennis Haysbert, Mel Harris, Sab Shimono, Dina Merrill","Scott McGehee, David Siegel",English,6.6,"1,710"
280,tt0106966,Strawberry and Chocolate,1993,R,108 min,"Comedy, Drama, Romance","Jorge Perugorría, Vladimir Cruz, Mirta Ibarra, Francisco Gattorno","Tomás Gutiérrez Alea, Juan Carlos Tabío","Spanish, English, French",7.4,"5,340"
281,tt0114594,Swimming with Sharks,1994,R,93 min,"Comedy, Crime","Kevin Spacey, Frank Whaley, Michelle Forbes, Benicio Del Toro",George Huang,English,7.1,"21,909"
282,tt0111309,The Sum of Us,1994,R,100 min,"Comedy, Drama","Jack Thompson, Russell Crowe, John Polson, Deborah Kennedy","Geoff Burton, Kevin Dowling",English,7.3,"5,070"
283,tt0113936,Senior Trip,1995,R,91 min,"Adventure, Comedy","Matt Frewer, Valerie Mahaffey, Lawrence Dane, Tommy Chong",Kelly Makin,English,5.8,"5,435"
284,tt0110081,To Live,1994,Not Rated,133 min,"Drama, War","You Ge, Li Gong, Ben Niu, Wu Jiang",Yimou Zhang,Mandarin,8.3,"16,170"
